AnalysisId,SampleId,SampleNum,Type,Fixed,Latitude,Longitude,Distance_miles,Bearing,Direction,CollectionDate,Source,Description,SpectraFile,SamplingTime,LiveTime,InstrumentHeight,Uncertainty,MDA,MethodCode,Moisture_pct,Nuclide,Result,Unit
224275,9045,SCF-10066 Insitu,Instrument,No,37.502141,140.758981,16.0343178858926,290.485498743727,WNW,4/15/2011 7:34:00 PM,DOE,Field Team: Reviewed by Tom Gorman.  Taken on asphault in police station parking lot.; Description: Location:  5-Katsurao  2011_04_15_14_42_030 Katsurao.spc;,2011_04_15_14_42_030 Katsurao.spc,1023,917,100,0,,InSituGammaSpec,,Nb-95,0,uCi/m2
224277,8981,SCF-10046 Insitu,Instrument,No,37.663411,140.713638,24.190610427543,313.846257494794,NW,4/17/2011 12:50:00 PM,DOE,Field Team: file name: Location1_2011_04_17_13_10_440.spc; Description: Insitu with Detective EX 100.  Location #1.  AMS north box - Untilled Rice patty field. ;,Location1_2011_04_17_13_10_440.spc,,786,100,20,,InSituGammaSpec,,I-131,7.1,uCi/m2
224279,8981,SCF-10046 Insitu,Instrument,No,37.663411,140.713638,24.190610427543,313.846257494794,NW,4/17/2011 12:50:00 PM,DOE,Field Team: file name: Location1_2011_04_17_13_10_440.spc; Description: Insitu with Detective EX 100.  Location #1.  AMS north box - Untilled Rice patty field. ;,Location1_2011_04_17_13_10_440.spc,,786,100,27.4,,InSituGammaSpec,,I-132,0.0861,uCi/m2
224281,8981,SCF-10046 Insitu,Instrument,No,37.663411,140.713638,24.190610427543,313.846257494794,NW,4/17/2011 12:50:00 PM,DOE,Field Team: file name: Location1_2011_04_17_13_10_440.spc; Description: Insitu with Detective EX 100.  Location #1.  AMS north box - Untilled Rice patty field. ;,Location1_2011_04_17_13_10_440.spc,,786,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
224283,8981,SCF-10046 Insitu,Instrument,No,37.663411,140.713638,24.190610427543,313.846257494794,NW,4/17/2011 12:50:00 PM,DOE,Field Team: file name: Location1_2011_04_17_13_10_440.spc; Description: Insitu with Detective EX 100.  Location #1.  AMS north box - Untilled Rice patty field. ;,Location1_2011_04_17_13_10_440.spc,,786,100,20.7,,InSituGammaSpec,,Te-129m,9.16,uCi/m2
224285,8981,SCF-10046 Insitu,Instrument,No,37.663411,140.713638,24.190610427543,313.846257494794,NW,4/17/2011 12:50:00 PM,DOE,Field Team: file name: Location1_2011_04_17_13_10_440.spc; Description: Insitu with Detective EX 100.  Location #1.  AMS north box - Untilled Rice patty field. ;,Location1_2011_04_17_13_10_440.spc,,786,100,31.1,,InSituGammaSpec,,Te-132,0.0867,uCi/m2
224287,8981,SCF-10046 Insitu,Instrument,No,37.663411,140.713638,24.190610427543,313.846257494794,NW,4/17/2011 12:50:00 PM,DOE,Field Team: file name: Location1_2011_04_17_13_10_440.spc; Description: Insitu with Detective EX 100.  Location #1.  AMS north box - Untilled Rice patty field. ;,Location1_2011_04_17_13_10_440.spc,,786,100,20,,InSituGammaSpec,,Cs-134,15.5,uCi/m2
224289,8981,SCF-10046 Insitu,Instrument,No,37.663411,140.713638,24.190610427543,313.846257494794,NW,4/17/2011 12:50:00 PM,DOE,Field Team: file name: Location1_2011_04_17_13_10_440.spc; Description: Insitu with Detective EX 100.  Location #1.  AMS north box - Untilled Rice patty field. ;,Location1_2011_04_17_13_10_440.spc,,786,100,20.3,,InSituGammaSpec,,Cs-136,0.598,uCi/m2
224291,8981,SCF-10046 Insitu,Instrument,No,37.663411,140.713638,24.190610427543,313.846257494794,NW,4/17/2011 12:50:00 PM,DOE,Field Team: file name: Location1_2011_04_17_13_10_440.spc; Description: Insitu with Detective EX 100.  Location #1.  AMS north box - Untilled Rice patty field. ;,Location1_2011_04_17_13_10_440.spc,,786,100,20,,InSituGammaSpec,,Cs-137,15.4,uCi/m2
224293,8981,SCF-10046 Insitu,Instrument,No,37.663411,140.713638,24.190610427543,313.846257494794,NW,4/17/2011 12:50:00 PM,DOE,Field Team: file name: Location1_2011_04_17_13_10_440.spc; Description: Insitu with Detective EX 100.  Location #1.  AMS north box - Untilled Rice patty field. ;,Location1_2011_04_17_13_10_440.spc,,786,100,21.9,,InSituGammaSpec,,La-140,0.137,uCi/m2
224295,8981,SCF-10046 Insitu,Instrument,No,37.663411,140.713638,24.190610427543,313.846257494794,NW,4/17/2011 12:50:00 PM,DOE,Field Team: file name: Location1_2011_04_17_13_10_440.spc; Description: Insitu with Detective EX 100.  Location #1.  AMS north box - Untilled Rice patty field. ;,Location1_2011_04_17_13_10_440.spc,,786,100,27.7,,InSituGammaSpec,,Ag-110m,0.0581,uCi/m2
224297,8981,SCF-10046 Insitu,Instrument,No,37.663411,140.713638,24.190610427543,313.846257494794,NW,4/17/2011 12:50:00 PM,DOE,Field Team: file name: Location1_2011_04_17_13_10_440.spc; Description: Insitu with Detective EX 100.  Location #1.  AMS north box - Untilled Rice patty field. ;,Location1_2011_04_17_13_10_440.spc,,786,100,38.1,,InSituGammaSpec,,Nb-95,0.0338,uCi/m2
224299,8983,SCF-10047 Insitu,Instrument,No,37.662836,140.792067,21.2506229132295,321.779426891968,NW,4/17/2011 1:40:00 PM,DOE,Field Team: File name:  Location2_2011_04_17_13_54_220.spc; Description: Insitu with Detective EX 100. AMS North Box - Undisturbed flat field - Location #2. ;,Location2_2011_04_17_13_54_220.spc,,642,100,20,,InSituGammaSpec,,I-131,5.99,uCi/m2
224301,8983,SCF-10047 Insitu,Instrument,No,37.662836,140.792067,21.2506229132295,321.779426891968,NW,4/17/2011 1:40:00 PM,DOE,Field Team: File name:  Location2_2011_04_17_13_54_220.spc; Description: Insitu with Detective EX 100. AMS North Box - Undisturbed flat field - Location #2. ;,Location2_2011_04_17_13_54_220.spc,,642,100,29.3,,InSituGammaSpec,,I-132,0.0898,uCi/m2
224303,8983,SCF-10047 Insitu,Instrument,No,37.662836,140.792067,21.2506229132295,321.779426891968,NW,4/17/2011 1:40:00 PM,DOE,Field Team: File name:  Location2_2011_04_17_13_54_220.spc; Description: Insitu with Detective EX 100. AMS North Box - Undisturbed flat field - Location #2. ;,Location2_2011_04_17_13_54_220.spc,,642,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
224305,8983,SCF-10047 Insitu,Instrument,No,37.662836,140.792067,21.2506229132295,321.779426891968,NW,4/17/2011 1:40:00 PM,DOE,Field Team: File name:  Location2_2011_04_17_13_54_220.spc; Description: Insitu with Detective EX 100. AMS North Box - Undisturbed flat field - Location #2. ;,Location2_2011_04_17_13_54_220.spc,,642,100,21.2,,InSituGammaSpec,,Te-129m,8.12,uCi/m2
224307,8983,SCF-10047 Insitu,Instrument,No,37.662836,140.792067,21.2506229132295,321.779426891968,NW,4/17/2011 1:40:00 PM,DOE,Field Team: File name:  Location2_2011_04_17_13_54_220.spc; Description: Insitu with Detective EX 100. AMS North Box - Undisturbed flat field - Location #2. ;,Location2_2011_04_17_13_54_220.spc,,642,100,34.8,,InSituGammaSpec,,Te-132,0.0856,uCi/m2
224309,8983,SCF-10047 Insitu,Instrument,No,37.662836,140.792067,21.2506229132295,321.779426891968,NW,4/17/2011 1:40:00 PM,DOE,Field Team: File name:  Location2_2011_04_17_13_54_220.spc; Description: Insitu with Detective EX 100. AMS North Box - Undisturbed flat field - Location #2. ;,Location2_2011_04_17_13_54_220.spc,,642,100,20,,InSituGammaSpec,,Cs-134,16.7,uCi/m2
224311,8983,SCF-10047 Insitu,Instrument,No,37.662836,140.792067,21.2506229132295,321.779426891968,NW,4/17/2011 1:40:00 PM,DOE,Field Team: File name:  Location2_2011_04_17_13_54_220.spc; Description: Insitu with Detective EX 100. AMS North Box - Undisturbed flat field - Location #2. ;,Location2_2011_04_17_13_54_220.spc,,642,100,20.3,,InSituGammaSpec,,Cs-136,0.622,uCi/m2
224313,8983,SCF-10047 Insitu,Instrument,No,37.662836,140.792067,21.2506229132295,321.779426891968,NW,4/17/2011 1:40:00 PM,DOE,Field Team: File name:  Location2_2011_04_17_13_54_220.spc; Description: Insitu with Detective EX 100. AMS North Box - Undisturbed flat field - Location #2. ;,Location2_2011_04_17_13_54_220.spc,,642,100,20,,InSituGammaSpec,,Cs-137,16.6,uCi/m2
224315,8983,SCF-10047 Insitu,Instrument,No,37.662836,140.792067,21.2506229132295,321.779426891968,NW,4/17/2011 1:40:00 PM,DOE,Field Team: File name:  Location2_2011_04_17_13_54_220.spc; Description: Insitu with Detective EX 100. AMS North Box - Undisturbed flat field - Location #2. ;,Location2_2011_04_17_13_54_220.spc,,642,100,21.2,,InSituGammaSpec,,La-140,0.259,uCi/m2
224317,8983,SCF-10047 Insitu,Instrument,No,37.662836,140.792067,21.2506229132295,321.779426891968,NW,4/17/2011 1:40:00 PM,DOE,Field Team: File name:  Location2_2011_04_17_13_54_220.spc; Description: Insitu with Detective EX 100. AMS North Box - Undisturbed flat field - Location #2. ;,Location2_2011_04_17_13_54_220.spc,,642,100,23.1,,InSituGammaSpec,,Ag-110m,0.13,uCi/m2
224319,8983,SCF-10047 Insitu,Instrument,No,37.662836,140.792067,21.2506229132295,321.779426891968,NW,4/17/2011 1:40:00 PM,DOE,Field Team: File name:  Location2_2011_04_17_13_54_220.spc; Description: Insitu with Detective EX 100. AMS North Box - Undisturbed flat field - Location #2. ;,Location2_2011_04_17_13_54_220.spc,,642,100,27.6,,InSituGammaSpec,,Nb-95,0.096,uCi/m2
224321,8985,SCF-10048 Insitu,Instrument,No,37.603928,140.778654,18.7867846753996,312.27114639247,NW,4/17/2011 2:25:00 PM,DOE,Field Team: File name:  Location3_2011_04_17_14_39_550.spc; Description: Insitu with Detective EX100. AMS North Box.  Untilled Rice patty field. location #3.;,Location3_2011_04_17_14_39_550.spc,,296,100,20,,InSituGammaSpec,,I-131,15.7,uCi/m2
224323,8985,SCF-10048 Insitu,Instrument,No,37.603928,140.778654,18.7867846753996,312.27114639247,NW,4/17/2011 2:25:00 PM,DOE,Field Team: File name:  Location3_2011_04_17_14_39_550.spc; Description: Insitu with Detective EX100. AMS North Box.  Untilled Rice patty field. location #3.;,Location3_2011_04_17_14_39_550.spc,,296,100,32.1,,InSituGammaSpec,,I-132,0.186,uCi/m2
224325,8985,SCF-10048 Insitu,Instrument,No,37.603928,140.778654,18.7867846753996,312.27114639247,NW,4/17/2011 2:25:00 PM,DOE,Field Team: File name:  Location3_2011_04_17_14_39_550.spc; Description: Insitu with Detective EX100. AMS North Box.  Untilled Rice patty field. location #3.;,Location3_2011_04_17_14_39_550.spc,,296,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
224327,8985,SCF-10048 Insitu,Instrument,No,37.603928,140.778654,18.7867846753996,312.27114639247,NW,4/17/2011 2:25:00 PM,DOE,Field Team: File name:  Location3_2011_04_17_14_39_550.spc; Description: Insitu with Detective EX100. AMS North Box.  Untilled Rice patty field. location #3.;,Location3_2011_04_17_14_39_550.spc,,296,100,21,,InSituGammaSpec,,Te-129m,21.2,uCi/m2
224329,8985,SCF-10048 Insitu,Instrument,No,37.603928,140.778654,18.7867846753996,312.27114639247,NW,4/17/2011 2:25:00 PM,DOE,Field Team: File name:  Location3_2011_04_17_14_39_550.spc; Description: Insitu with Detective EX100. AMS North Box.  Untilled Rice patty field. location #3.;,Location3_2011_04_17_14_39_550.spc,,296,100,32.2,,InSituGammaSpec,,Te-132,0.243,uCi/m2
224331,8985,SCF-10048 Insitu,Instrument,No,37.603928,140.778654,18.7867846753996,312.27114639247,NW,4/17/2011 2:25:00 PM,DOE,Field Team: File name:  Location3_2011_04_17_14_39_550.spc; Description: Insitu with Detective EX100. AMS North Box.  Untilled Rice patty field. location #3.;,Location3_2011_04_17_14_39_550.spc,,296,100,20,,InSituGammaSpec,,Cs-134,41.8,uCi/m2
224333,8985,SCF-10048 Insitu,Instrument,No,37.603928,140.778654,18.7867846753996,312.27114639247,NW,4/17/2011 2:25:00 PM,DOE,Field Team: File name:  Location3_2011_04_17_14_39_550.spc; Description: Insitu with Detective EX100. AMS North Box.  Untilled Rice patty field. location #3.;,Location3_2011_04_17_14_39_550.spc,,296,100,20.3,,InSituGammaSpec,,Cs-136,1.64,uCi/m2
224335,8985,SCF-10048 Insitu,Instrument,No,37.603928,140.778654,18.7867846753996,312.27114639247,NW,4/17/2011 2:25:00 PM,DOE,Field Team: File name:  Location3_2011_04_17_14_39_550.spc; Description: Insitu with Detective EX100. AMS North Box.  Untilled Rice patty field. location #3.;,Location3_2011_04_17_14_39_550.spc,,296,100,20,,InSituGammaSpec,,Cs-137,41.3,uCi/m2
224337,8985,SCF-10048 Insitu,Instrument,No,37.603928,140.778654,18.7867846753996,312.27114639247,NW,4/17/2011 2:25:00 PM,DOE,Field Team: File name:  Location3_2011_04_17_14_39_550.spc; Description: Insitu with Detective EX100. AMS North Box.  Untilled Rice patty field. location #3.;,Location3_2011_04_17_14_39_550.spc,,296,100,21.8,,InSituGammaSpec,,La-140,0.384,uCi/m2
224339,8985,SCF-10048 Insitu,Instrument,No,37.603928,140.778654,18.7867846753996,312.27114639247,NW,4/17/2011 2:25:00 PM,DOE,Field Team: File name:  Location3_2011_04_17_14_39_550.spc; Description: Insitu with Detective EX100. AMS North Box.  Untilled Rice patty field. location #3.;,Location3_2011_04_17_14_39_550.spc,,296,100,29.6,,InSituGammaSpec,,Ag-110m,0.156,uCi/m2
224341,8985,SCF-10048 Insitu,Instrument,No,37.603928,140.778654,18.7867846753996,312.27114639247,NW,4/17/2011 2:25:00 PM,DOE,Field Team: File name:  Location3_2011_04_17_14_39_550.spc; Description: Insitu with Detective EX100. AMS North Box.  Untilled Rice patty field. location #3.;,Location3_2011_04_17_14_39_550.spc,,296,100,40.1,,InSituGammaSpec,,Nb-95,0.0911,uCi/m2
224343,8987,SCF-10049 Insitu,Instrument,No,37.585847,140.758208,18.8612403443229,307.164747439297,NW,4/18/2011 3:08:00 PM,DOE,"Field Team: File name: Location4_2011_04_17_15_21_490.spc; Description: Insitu with Detective EX 100.  Location #4.  AMS Box North - flat area, bare soil. Dose rate taken with AFRAT RO-20 instrument. ;",Location4_2011_04_17_15_21_490.spc,,123,100,20,,InSituGammaSpec,,I-131,24.2,uCi/m2
224345,8987,SCF-10049 Insitu,Instrument,No,37.585847,140.758208,18.8612403443229,307.164747439297,NW,4/18/2011 3:08:00 PM,DOE,"Field Team: File name: Location4_2011_04_17_15_21_490.spc; Description: Insitu with Detective EX 100.  Location #4.  AMS Box North - flat area, bare soil. Dose rate taken with AFRAT RO-20 instrument. ;",Location4_2011_04_17_15_21_490.spc,,123,100,33.8,,InSituGammaSpec,,I-132,0.396,uCi/m2
224347,8987,SCF-10049 Insitu,Instrument,No,37.585847,140.758208,18.8612403443229,307.164747439297,NW,4/18/2011 3:08:00 PM,DOE,"Field Team: File name: Location4_2011_04_17_15_21_490.spc; Description: Insitu with Detective EX 100.  Location #4.  AMS Box North - flat area, bare soil. Dose rate taken with AFRAT RO-20 instrument. ;",Location4_2011_04_17_15_21_490.spc,,123,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
224349,8987,SCF-10049 Insitu,Instrument,No,37.585847,140.758208,18.8612403443229,307.164747439297,NW,4/18/2011 3:08:00 PM,DOE,"Field Team: File name: Location4_2011_04_17_15_21_490.spc; Description: Insitu with Detective EX 100.  Location #4.  AMS Box North - flat area, bare soil. Dose rate taken with AFRAT RO-20 instrument. ;",Location4_2011_04_17_15_21_490.spc,,123,100,21.6,,InSituGammaSpec,,Te-129m,42.4,uCi/m2
224351,8987,SCF-10049 Insitu,Instrument,No,37.585847,140.758208,18.8612403443229,307.164747439297,NW,4/18/2011 3:08:00 PM,DOE,"Field Team: File name: Location4_2011_04_17_15_21_490.spc; Description: Insitu with Detective EX 100.  Location #4.  AMS Box North - flat area, bare soil. Dose rate taken with AFRAT RO-20 instrument. ;",Location4_2011_04_17_15_21_490.spc,,123,100,36.7,,InSituGammaSpec,,Te-132,0.396,uCi/m2
224353,8987,SCF-10049 Insitu,Instrument,No,37.585847,140.758208,18.8612403443229,307.164747439297,NW,4/18/2011 3:08:00 PM,DOE,"Field Team: File name: Location4_2011_04_17_15_21_490.spc; Description: Insitu with Detective EX 100.  Location #4.  AMS Box North - flat area, bare soil. Dose rate taken with AFRAT RO-20 instrument. ;",Location4_2011_04_17_15_21_490.spc,,123,100,20,,InSituGammaSpec,,Cs-134,83.6,uCi/m2
224355,8987,SCF-10049 Insitu,Instrument,No,37.585847,140.758208,18.8612403443229,307.164747439297,NW,4/18/2011 3:08:00 PM,DOE,"Field Team: File name: Location4_2011_04_17_15_21_490.spc; Description: Insitu with Detective EX 100.  Location #4.  AMS Box North - flat area, bare soil. Dose rate taken with AFRAT RO-20 instrument. ;",Location4_2011_04_17_15_21_490.spc,,123,100,20.4,,InSituGammaSpec,,Cs-136,3.11,uCi/m2
224357,8987,SCF-10049 Insitu,Instrument,No,37.585847,140.758208,18.8612403443229,307.164747439297,NW,4/18/2011 3:08:00 PM,DOE,"Field Team: File name: Location4_2011_04_17_15_21_490.spc; Description: Insitu with Detective EX 100.  Location #4.  AMS Box North - flat area, bare soil. Dose rate taken with AFRAT RO-20 instrument. ;",Location4_2011_04_17_15_21_490.spc,,123,100,20,,InSituGammaSpec,,Cs-137,83.8,uCi/m2
224359,8987,SCF-10049 Insitu,Instrument,No,37.585847,140.758208,18.8612403443229,307.164747439297,NW,4/18/2011 3:08:00 PM,DOE,"Field Team: File name: Location4_2011_04_17_15_21_490.spc; Description: Insitu with Detective EX 100.  Location #4.  AMS Box North - flat area, bare soil. Dose rate taken with AFRAT RO-20 instrument. ;",Location4_2011_04_17_15_21_490.spc,,123,100,22.6,,InSituGammaSpec,,La-140,0.77,uCi/m2
224361,8987,SCF-10049 Insitu,Instrument,No,37.585847,140.758208,18.8612403443229,307.164747439297,NW,4/18/2011 3:08:00 PM,DOE,"Field Team: File name: Location4_2011_04_17_15_21_490.spc; Description: Insitu with Detective EX 100.  Location #4.  AMS Box North - flat area, bare soil. Dose rate taken with AFRAT RO-20 instrument. ;",Location4_2011_04_17_15_21_490.spc,,123,100,31.7,,InSituGammaSpec,,Ag-110m,0.383,uCi/m2
224363,8987,SCF-10049 Insitu,Instrument,No,37.585847,140.758208,18.8612403443229,307.164747439297,NW,4/18/2011 3:08:00 PM,DOE,"Field Team: File name: Location4_2011_04_17_15_21_490.spc; Description: Insitu with Detective EX 100.  Location #4.  AMS Box North - flat area, bare soil. Dose rate taken with AFRAT RO-20 instrument. ;",Location4_2011_04_17_15_21_490.spc,,123,100,52.8,,InSituGammaSpec,,Nb-95,0.243,uCi/m2
224365,8963,SCF-10054 Insitu,Instrument,No,36.803085,140.75625,96.4789303042187,351.145100196257,N,4/18/2011 11:36:00 AM,DOE,Field Team: Saved to file 2011_04_18_11_36_250spc  Corrected Latitude typo 38.803085 -> 36.803085; Description: Insitu with Ortec Detective.;,2011_04_18_11_36_250.n42,,567,100,20.1,,InSituGammaSpec,,I-131,1.39,uCi/m2
224367,8963,SCF-10054 Insitu,Instrument,No,36.803085,140.75625,96.4789303042187,351.145100196257,N,4/18/2011 11:36:00 AM,DOE,Field Team: Saved to file 2011_04_18_11_36_250spc  Corrected Latitude typo 38.803085 -> 36.803085; Description: Insitu with Ortec Detective.;,2011_04_18_11_36_250.n42,,567,100,62.6,,InSituGammaSpec,,I-132,0.00822,uCi/m2
224369,8963,SCF-10054 Insitu,Instrument,No,36.803085,140.75625,96.4789303042187,351.145100196257,N,4/18/2011 11:36:00 AM,DOE,Field Team: Saved to file 2011_04_18_11_36_250spc  Corrected Latitude typo 38.803085 -> 36.803085; Description: Insitu with Ortec Detective.;,2011_04_18_11_36_250.n42,,567,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
224371,8963,SCF-10054 Insitu,Instrument,No,36.803085,140.75625,96.4789303042187,351.145100196257,N,4/18/2011 11:36:00 AM,DOE,Field Team: Saved to file 2011_04_18_11_36_250spc  Corrected Latitude typo 38.803085 -> 36.803085; Description: Insitu with Ortec Detective.;,2011_04_18_11_36_250.n42,,567,100,28.4,,InSituGammaSpec,,Te-129m,0.712,uCi/m2
224373,8963,SCF-10054 Insitu,Instrument,No,36.803085,140.75625,96.4789303042187,351.145100196257,N,4/18/2011 11:36:00 AM,DOE,Field Team: Saved to file 2011_04_18_11_36_250spc  Corrected Latitude typo 38.803085 -> 36.803085; Description: Insitu with Ortec Detective.;,2011_04_18_11_36_250.n42,,567,100,0,,InSituGammaSpec,,Te-132,0,uCi/m2
224375,8963,SCF-10054 Insitu,Instrument,No,36.803085,140.75625,96.4789303042187,351.145100196257,N,4/18/2011 11:36:00 AM,DOE,Field Team: Saved to file 2011_04_18_11_36_250spc  Corrected Latitude typo 38.803085 -> 36.803085; Description: Insitu with Ortec Detective.;,2011_04_18_11_36_250.n42,,567,100,20.2,,InSituGammaSpec,,Cs-134,0.69,uCi/m2
224377,8963,SCF-10054 Insitu,Instrument,No,36.803085,140.75625,96.4789303042187,351.145100196257,N,4/18/2011 11:36:00 AM,DOE,Field Team: Saved to file 2011_04_18_11_36_250spc  Corrected Latitude typo 38.803085 -> 36.803085; Description: Insitu with Ortec Detective.;,2011_04_18_11_36_250.n42,,567,100,27.4,,InSituGammaSpec,,Cs-136,0.025,uCi/m2
224379,8963,SCF-10054 Insitu,Instrument,No,36.803085,140.75625,96.4789303042187,351.145100196257,N,4/18/2011 11:36:00 AM,DOE,Field Team: Saved to file 2011_04_18_11_36_250spc  Corrected Latitude typo 38.803085 -> 36.803085; Description: Insitu with Ortec Detective.;,2011_04_18_11_36_250.n42,,567,100,20.2,,InSituGammaSpec,,Cs-137,0.665,uCi/m2
224381,8963,SCF-10054 Insitu,Instrument,No,36.803085,140.75625,96.4789303042187,351.145100196257,N,4/18/2011 11:36:00 AM,DOE,Field Team: Saved to file 2011_04_18_11_36_250spc  Corrected Latitude typo 38.803085 -> 36.803085; Description: Insitu with Ortec Detective.;,2011_04_18_11_36_250.n42,,567,100,126,,InSituGammaSpec,,La-140,0.00231,uCi/m2
224383,8963,SCF-10054 Insitu,Instrument,No,36.803085,140.75625,96.4789303042187,351.145100196257,N,4/18/2011 11:36:00 AM,DOE,Field Team: Saved to file 2011_04_18_11_36_250spc  Corrected Latitude typo 38.803085 -> 36.803085; Description: Insitu with Ortec Detective.;,2011_04_18_11_36_250.n42,,567,100,0,,InSituGammaSpec,,Ag-110m,0,uCi/m2
224385,8963,SCF-10054 Insitu,Instrument,No,36.803085,140.75625,96.4789303042187,351.145100196257,N,4/18/2011 11:36:00 AM,DOE,Field Team: Saved to file 2011_04_18_11_36_250spc  Corrected Latitude typo 38.803085 -> 36.803085; Description: Insitu with Ortec Detective.;,2011_04_18_11_36_250.n42,,567,100,0,,InSituGammaSpec,,Nb-95,0,uCi/m2
224387,8961,SCF-10053 Insitu,Instrument,No,36.86311,140.64286,44.1005264635762,209.207095375933,SSW,4/18/2011 12:40:00 PM,DOE,Field Team: file name: 2011_04_18_12_43_510spc; Description: Insitu with Ortec Detective FIS-8A. Location #2;,2011_04_18_12_43_510.n42,,567,100,20.2,,InSituGammaSpec,,I-131,0.605,uCi/m2
224389,8961,SCF-10053 Insitu,Instrument,No,36.86311,140.64286,44.1005264635762,209.207095375933,SSW,4/18/2011 12:40:00 PM,DOE,Field Team: file name: 2011_04_18_12_43_510spc; Description: Insitu with Ortec Detective FIS-8A. Location #2;,2011_04_18_12_43_510.n42,,567,100,34.1,,InSituGammaSpec,,I-132,0.0165,uCi/m2
224391,8961,SCF-10053 Insitu,Instrument,No,36.86311,140.64286,44.1005264635762,209.207095375933,SSW,4/18/2011 12:40:00 PM,DOE,Field Team: file name: 2011_04_18_12_43_510spc; Description: Insitu with Ortec Detective FIS-8A. Location #2;,2011_04_18_12_43_510.n42,,567,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
224393,8961,SCF-10053 Insitu,Instrument,No,36.86311,140.64286,44.1005264635762,209.207095375933,SSW,4/18/2011 12:40:00 PM,DOE,Field Team: file name: 2011_04_18_12_43_510spc; Description: Insitu with Ortec Detective FIS-8A. Location #2;,2011_04_18_12_43_510.n42,,567,100,22.7,,InSituGammaSpec,,Te-129m,1.69,uCi/m2
224395,8961,SCF-10053 Insitu,Instrument,No,36.86311,140.64286,44.1005264635762,209.207095375933,SSW,4/18/2011 12:40:00 PM,DOE,Field Team: file name: 2011_04_18_12_43_510spc; Description: Insitu with Ortec Detective FIS-8A. Location #2;,2011_04_18_12_43_510.n42,,567,100,43.6,,InSituGammaSpec,,Te-132,0.014,uCi/m2
224397,8961,SCF-10053 Insitu,Instrument,No,36.86311,140.64286,44.1005264635762,209.207095375933,SSW,4/18/2011 12:40:00 PM,DOE,Field Team: file name: 2011_04_18_12_43_510spc; Description: Insitu with Ortec Detective FIS-8A. Location #2;,2011_04_18_12_43_510.n42,,567,100,20.4,,InSituGammaSpec,,Cs-134,0.353,uCi/m2
224399,8961,SCF-10053 Insitu,Instrument,No,36.86311,140.64286,44.1005264635762,209.207095375933,SSW,4/18/2011 12:40:00 PM,DOE,Field Team: file name: 2011_04_18_12_43_510spc; Description: Insitu with Ortec Detective FIS-8A. Location #2;,2011_04_18_12_43_510.n42,,567,100,34.3,,InSituGammaSpec,,Cs-136,0.0136,uCi/m2
224401,8961,SCF-10053 Insitu,Instrument,No,36.86311,140.64286,44.1005264635762,209.207095375933,SSW,4/18/2011 12:40:00 PM,DOE,Field Team: file name: 2011_04_18_12_43_510spc; Description: Insitu with Ortec Detective FIS-8A. Location #2;,2011_04_18_12_43_510.n42,,567,100,20.4,,InSituGammaSpec,,Cs-137,0.357,uCi/m2
224403,8961,SCF-10053 Insitu,Instrument,No,36.86311,140.64286,44.1005264635762,209.207095375933,SSW,4/18/2011 12:40:00 PM,DOE,Field Team: file name: 2011_04_18_12_43_510spc; Description: Insitu with Ortec Detective FIS-8A. Location #2;,2011_04_18_12_43_510.n42,,567,100,95.5,,InSituGammaSpec,,La-140,0.00264,uCi/m2
224405,8961,SCF-10053 Insitu,Instrument,No,36.86311,140.64286,44.1005264635762,209.207095375933,SSW,4/18/2011 12:40:00 PM,DOE,Field Team: file name: 2011_04_18_12_43_510spc; Description: Insitu with Ortec Detective FIS-8A. Location #2;,2011_04_18_12_43_510.n42,,567,100,0,,InSituGammaSpec,,Ag-110m,0,uCi/m2
224407,8961,SCF-10053 Insitu,Instrument,No,36.86311,140.64286,44.1005264635762,209.207095375933,SSW,4/18/2011 12:40:00 PM,DOE,Field Team: file name: 2011_04_18_12_43_510spc; Description: Insitu with Ortec Detective FIS-8A. Location #2;,2011_04_18_12_43_510.n42,,567,100,0,,InSituGammaSpec,,Nb-95,0,uCi/m2
224409,8965,SCF-10052 Insitu,Instrument,No,36.919776,140.569205,43.014308743351,216.492148940722,SW,4/18/2011 1:27:00 PM,DOE,Field Team: File name:  2011_04_18_13_27_040spc; Description: Insitu with Ortec Dectective. ;,2011_04_18_13_27_040.n42,,608,100,20.3,,InSituGammaSpec,,I-131,0.353,uCi/m2
224411,8965,SCF-10052 Insitu,Instrument,No,36.919776,140.569205,43.014308743351,216.492148940722,SW,4/18/2011 1:27:00 PM,DOE,Field Team: File name:  2011_04_18_13_27_040spc; Description: Insitu with Ortec Dectective. ;,2011_04_18_13_27_040.n42,,608,100,0,,InSituGammaSpec,,I-132,0,uCi/m2
224413,8965,SCF-10052 Insitu,Instrument,No,36.919776,140.569205,43.014308743351,216.492148940722,SW,4/18/2011 1:27:00 PM,DOE,Field Team: File name:  2011_04_18_13_27_040spc; Description: Insitu with Ortec Dectective. ;,2011_04_18_13_27_040.n42,,608,100,0,,InSituGammaSpec,,I-133,0,uCi/m2
